term,language_or_dialect,pronunciation,meaning,context_of_use,example_sentence,translation,related_place,related_ritual_or_festival,related_foodway,related_maritime_knowledge,contributor,preferred_public_credit,public_use,ai_use,sensitivity_level,review_status,notes
Malam Tujuh Likur,Malay,,27th night of Ramadan associated with light prayer and preparation before Hari Raya,Used in relation to Ramadan and Hari Raya preparations,,Night of the twenty-seventh,Pulau Brani,Hari Raya,,,,Pulau Brani Project,Yes,Yes,Public,Pending,
